country,date,R_mean,R_low,R_high,P_R_gt_1
Sri Lanka,2021-02-08,1.0154843431972218,0.780036518965979,1.3044415214899394,0.49
Sri Lanka,2021-02-15,0.9862324338907372,0.7394123672913032,1.255956035863566,0.45
Sri Lanka,2021-02-22,0.9594059262614244,0.7320604441914711,1.2446399719845789,0.356
Sri Lanka,2021-03-01,0.9078942074978282,0.693114042064569,1.1498734218968607,0.246
Sri Lanka,2021-03-08,0.915702339334223,0.7012454033793116,1.1694773605932665,0.258
Sri Lanka,2021-03-15,0.9399401344616205,0.7328569389606729,1.183275067453791,0.307
Sri Lanka,2021-03-22,0.9660535707339648,0.7352803406559593,1.2395185524470504,0.37
Sri Lanka,2021-03-29,0.9968922143684386,0.7582969066695691,1.2712534374070301,0.467
Sri Lanka,2021-04-05,1.0365485049498764,0.7850706285665138,1.3477095274820499,0.546
Sri Lanka,2021-04-12,1.1121450362326737,0.8462977474623744,1.449331789149171,0.726
Sri Lanka,2021-04-19,1.1959879015923063,0.9157429128736946,1.525009257504508,0.85
Sri Lanka,2021-04-26,1.3197973260579796,1.0087489133527188,1.684351115933205,0.954
Sri Lanka,2021-05-03,1.3654599501477365,1.0483622427515435,1.7588893527475948,0.978
Sri Lanka,2021-05-10,1.3526221446891884,1.0443507454590486,1.7474828177627066,0.971
Sri Lanka,2021-05-17,1.2707126762941752,0.970866414272688,1.6311807876847524,0.927
Sri Lanka,2021-05-24,1.225440284751236,0.9326049542950267,1.581318778586333,0.877
Sri Lanka,2021-05-31,1.1640967900784904,0.8949795698261188,1.4783825097857306,0.832
Sri Lanka,2021-06-07,1.0342892221502475,0.7804910157522371,1.3477734645260284,0.532
Sri Lanka,2021-06-14,0.9985076757176189,0.786863682859444,1.2721019986766213,0.452
Sri Lanka,2021-06-21,0.9741373944626912,0.7355960244502454,1.2542835279406408,0.42
Sri Lanka,2021-06-28,0.972297680539764,0.7412564518156447,1.2554858408523615,0.395
Sri Lanka,2021-07-05,0.9760709131331052,0.7441451091984012,1.2648330866078616,0.398
Sri Lanka,2021-07-12,0.9778887765315133,0.7531895981195323,1.2500594214729501,0.406
Sri Lanka,2021-07-19,1.0346434117617063,0.7817513911972679,1.3323380382869867,0.553
Sri Lanka,2021-07-26,1.0577798840629327,0.8061776689039647,1.3495287965902796,0.618
Sri Lanka,2021-08-02,1.0952890236495596,0.81331437472054,1.4068402165485776,0.685
Sri Lanka,2021-08-09,1.114692373580475,0.8500554980037561,1.4215430968739284,0.704
Sri Lanka,2021-08-16,1.1042832898457393,0.846600228252182,1.415963963643608,0.708
