country,date,log_cases,continent,pc1,pc2,time_block
Afghanistan,2021-03-22,1.425850059024899,Asia,-2.016303326294932,-0.23335565058185978,2021_spring
Afghanistan,2021-03-29,1.707155974597883,Asia,-2.016303326294932,-0.23335565058185978,2021_spring
Afghanistan,2021-04-05,2.152255507146485,Asia,-2.016303326294932,-0.23335565058185978,2021_spring
Afghanistan,2021-04-12,2.5196274779872225,Asia,-2.016303326294932,-0.23335565058185978,2021_spring
Afghanistan,2021-04-19,2.771096039993738,Asia,-2.016303326294932,-0.23335565058185978,2021_spring
Afghanistan,2021-04-26,3.140053930698519,Asia,-2.016303326294932,-0.23335565058185978,2021_spring
Afghanistan,2021-05-03,3.441053380158451,Asia,-2.016303326294932,-0.23335565058185978,2021_spring
Afghanistan,2021-05-10,3.7133936800626497,Asia,-2.016303326294932,-0.23335565058185978,2021_spring
Afghanistan,2021-05-17,3.7972077004494964,Asia,-2.016303326294932,-0.23335565058185978,2021_spring
Afghanistan,2021-05-24,3.850418069385698,Asia,-2.016303326294932,-0.23335565058185978,2021_spring
Afghanistan,2021-05-31,4.661495891278045,Asia,-2.016303326294932,-0.23335565058185978,2021_spring
Afghanistan,2021-06-07,5.213873247693014,Asia,-2.016303326294932,-0.23335565058185978,2021_summer
Afghanistan,2021-06-14,5.556550741396535,Asia,-2.016303326294932,-0.23335565058185978,2021_summer
Afghanistan,2021-06-21,5.620358991652038,Asia,-2.016303326294932,-0.23335565058185978,2021_summer
Afghanistan,2021-06-28,5.7590193852573215,Asia,-2.016303326294932,-0.23335565058185978,2021_summer
Afghanistan,2021-07-05,5.572319934764979,Asia,-2.016303326294932,-0.23335565058185978,2021_summer
Afghanistan,2021-07-12,5.465036333527082,Asia,-2.016303326294932,-0.23335565058185978,2021_summer
Afghanistan,2021-07-19,5.22611366550326,Asia,-2.016303326294932,-0.23335565058185978,2021_summer
Afghanistan,2021-07-26,4.72879451027361,Asia,-2.016303326294932,-0.23335565058185978,2021_summer
Afghanistan,2021-08-02,4.366902267110838,Asia,-2.016303326294932,-0.23335565058185978,2021_summer
Afghanistan,2021-08-09,4.381714042071905,Asia,-2.016303326294932,-0.23335565058185978,2021_summer
Afghanistan,2021-08-16,3.8894110860435664,Asia,-2.016303326294932,-0.23335565058185978,2021_summer
Afghanistan,2021-08-23,2.9790499643977753,Asia,-2.016303326294932,-0.23335565058185978,2021_summer
Afghanistan,2021-08-30,2.533975513212425,Asia,-2.016303326294932,-0.23335565058185978,2021_summer
Afghanistan,2021-09-06,2.495537170051972,Asia,-2.016303326294932,-0.23335565058185978,2021_fall
Afghanistan,2021-09-13,2.645155526330777,Asia,-2.016303326294932,-0.23335565058185978,2021_fall
Afghanistan,2021-09-20,2.6501417625346098,Asia,-2.016303326294932,-0.23335565058185978,2021_fall
Afghanistan,2021-09-27,2.412346180915237,Asia,-2.016303326294932,-0.23335565058185978,2021_fall
Afghanistan,2021-10-04,1.9218282583292308,Asia,-2.016303326294932,-0.23335565058185978,2021_fall
Afghanistan,2021-10-11,1.8480789580280361,Asia,-2.016303326294932,-0.23335565058185978,2021_fall
Afghanistan,2021-10-18,1.9784126130831994,Asia,-2.016303326294932,-0.23335565058185978,2021_fall
Afghanistan,2021-10-25,1.8541611934152216,Asia,-2.016303326294932,-0.23335565058185978,2021_fall
Afghanistan,2021-11-01,2.0278041341447786,Asia,-2.016303326294932,-0.23335565058185978,2021_fall
Afghanistan,2021-11-08,1.7951219397824785,Asia,-2.016303326294932,-0.23335565058185978,2021_fall
Afghanistan,2021-11-15,1.8591101715374223,Asia,-2.016303326294932,-0.23335565058185978,2021_fall
Afghanistan,2021-11-22,2.176907661683117,Asia,-2.016303326294932,-0.23335565058185978,2021_fall
Afghanistan,2021-11-29,2.2240797712702145,Asia,-2.016303326294932,-0.23335565058185978,2021_fall
Afghanistan,2021-12-06,2.0194283073030057,Asia,-2.016303326294932,-0.23335565058185978,2021_winter
Afghanistan,2021-12-13,1.776231769394821,Asia,-2.016303326294932,-0.23335565058185978,2021_winter
Afghanistan,2021-12-20,1.4952910989514894,Asia,-2.016303326294932,-0.23335565058185978,2021_winter
Afghanistan,2021-12-27,1.5893770705634067,Asia,-2.016303326294932,-0.23335565058185978,2021_winter
Afghanistan,2022-01-03,1.7298834804034133,Asia,-2.016303326294932,-0.23335565058185978,2022_winter
Afghanistan,2022-01-10,1.8613019294412294,Asia,-2.016303326294932,-0.23335565058185978,2022_winter
Afghanistan,2022-01-17,2.118975283959388,Asia,-2.016303326294932,-0.23335565058185978,2022_winter
Afghanistan,2022-01-24,2.8660445075806456,Asia,-2.016303326294932,-0.23335565058185978,2022_winter
Afghanistan,2022-01-31,3.7677137627365713,Asia,-2.016303326294932,-0.23335565058185978,2022_winter
Afghanistan,2022-02-07,4.524474103661817,Asia,-2.016303326294932,-0.23335565058185978,2022_winter
Afghanistan,2022-02-14,4.692296725512929,Asia,-2.016303326294932,-0.23335565058185978,2022_winter
Afghanistan,2022-02-21,4.183105759327612,Asia,-2.016303326294932,-0.23335565058185978,2022_winter
Afghanistan,2022-02-28,3.5195330586582534,Asia,-2.016303326294932,-0.23335565058185978,2022_winter
Afghanistan,2022-03-07,3.375221353679801,Asia,-2.016303326294932,-0.23335565058185978,2022_spring
Afghanistan,2022-03-14,3.6775477471499607,Asia,-2.016303326294932,-0.23335565058185978,2022_spring
Afghanistan,2022-03-21,3.3310216608847276,Asia,-2.016303326294932,-0.23335565058185978,2022_spring
Afghanistan,2022-03-28,2.708348929811679,Asia,-2.016303326294932,-0.23335565058185978,2022_spring
Afghanistan,2022-04-04,2.281786973760149,Asia,-2.016303326294932,-0.23335565058185978,2022_spring
Afghanistan,2022-04-11,2.085861817530716,Asia,-2.016303326294932,-0.23335565058185978,2022_spring
Afghanistan,2022-04-18,2.182877732887433,Asia,-2.016303326294932,-0.23335565058185978,2022_spring
Afghanistan,2022-04-25,2.002463199144039,Asia,-2.016303326294932,-0.23335565058185978,2022_spring
Afghanistan,2022-05-02,1.876510904193559,Asia,-2.016303326294932,-0.23335565058185978,2022_spring
Afghanistan,2022-05-09,1.2384484833589606,Asia,-2.016303326294932,-0.23335565058185978,2022_spring
Afghanistan,2022-05-16,1.9290149585798217,Asia,-2.016303326294932,-0.23335565058185978,2022_spring
Afghanistan,2022-05-23,1.4905444379686883,Asia,-2.016303326294932,-0.23335565058185978,2022_spring
Albania,2020-01-13,0.0,Europe,0.3261656743164208,-0.17348727538758962,2020_winter
Albania,2020-01-20,0.0,Europe,0.3261656743164208,-0.17348727538758962,2020_winter
Albania,2020-01-27,0.0,Europe,0.3261656743164208,-0.17348727538758962,2020_winter
Albania,2020-02-03,0.0,Europe,0.3261656743164208,-0.17348727538758962,2020_winter
Albania,2020-02-10,0.0,Europe,0.3261656743164208,-0.17348727538758962,2020_winter
Albania,2020-02-17,0.0,Europe,0.3261656743164208,-0.17348727538758962,2020_winter
Albania,2020-02-24,0.0,Europe,0.3261656743164208,-0.17348727538758962,2020_winter
Albania,2020-03-02,0.0,Europe,0.3261656743164208,-0.17348727538758962,2020_spring
Albania,2020-03-09,0.0,Europe,0.3261656743164208,-0.17348727538758962,2020_spring
Albania,2020-03-16,1.9619494581459034,Europe,0.3261656743164208,-0.17348727538758962,2020_spring
Albania,2020-03-23,2.7697445125574167,Europe,0.3261656743164208,-0.17348727538758962,2020_spring
Albania,2020-03-30,3.4616348141950635,Europe,0.3261656743164208,-0.17348727538758962,2020_spring
Albania,2020-04-06,3.7513783325312744,Europe,0.3261656743164208,-0.17348727538758962,2020_spring
Albania,2020-04-13,3.8687930348926263,Europe,0.3261656743164208,-0.17348727538758962,2020_spring
Albania,2020-04-20,3.604673698594151,Europe,0.3261656743164208,-0.17348727538758962,2020_spring
Albania,2020-04-27,3.8968820576005125,Europe,0.3261656743164208,-0.17348727538758962,2020_spring
Albania,2020-05-04,3.816821676699328,Europe,0.3261656743164208,-0.17348727538758962,2020_spring
Albania,2020-05-11,3.2208157100736243,Europe,0.3261656743164208,-0.17348727538758962,2020_spring
Albania,2020-05-18,3.1562493987778666,Europe,0.3261656743164208,-0.17348727538758962,2020_spring
Albania,2020-05-25,3.2738427629560984,Europe,0.3261656743164208,-0.17348727538758962,2020_spring
Albania,2020-06-01,3.4943840872780387,Europe,0.3261656743164208,-0.17348727538758962,2020_summer
Albania,2020-06-08,3.828972567732801,Europe,0.3261656743164208,-0.17348727538758962,2020_summer
Albania,2020-06-15,4.074955520387662,Europe,0.3261656743164208,-0.17348727538758962,2020_summer
Albania,2020-06-22,4.888556349221069,Europe,0.3261656743164208,-0.17348727538758962,2020_summer
Albania,2020-06-29,4.989462415634596,Europe,0.3261656743164208,-0.17348727538758962,2020_summer
Albania,2020-07-06,5.124420744117991,Europe,0.3261656743164208,-0.17348727538758962,2020_summer
Albania,2020-07-13,5.214888109734713,Europe,0.3261656743164208,-0.17348727538758962,2020_summer
Albania,2020-07-20,5.401921794686362,Europe,0.3261656743164208,-0.17348727538758962,2020_summer
Albania,2020-07-27,5.402377192675867,Europe,0.3261656743164208,-0.17348727538758962,2020_summer
Albania,2020-08-03,5.542155186743582,Europe,0.3261656743164208,-0.17348727538758962,2020_summer
Albania,2020-08-10,5.649773851483838,Europe,0.3261656743164208,-0.17348727538758962,2020_summer
Albania,2020-08-17,5.807630307786483,Europe,0.3261656743164208,-0.17348727538758962,2020_summer
Albania,2020-08-24,5.8593956388174275,Europe,0.3261656743164208,-0.17348727538758962,2020_summer
Albania,2020-08-31,5.949084480047855,Europe,0.3261656743164208,-0.17348727538758962,2020_summer
Albania,2020-09-07,5.694783498388384,Europe,0.3261656743164208,-0.17348727538758962,2020_fall
Albania,2020-09-14,5.848672128976194,Europe,0.3261656743164208,-0.17348727538758962,2020_fall
Albania,2020-09-21,5.9563058710997625,Europe,0.3261656743164208,-0.17348727538758962,2020_fall
Albania,2020-09-28,5.8544829006257375,Europe,0.3261656743164208,-0.17348727538758962,2020_fall
Albania,2020-10-05,5.7522364870948755,Europe,0.3261656743164208,-0.17348727538758962,2020_fall
Albania,2020-10-12,5.935285275222646,Europe,0.3261656743164208,-0.17348727538758962,2020_fall
Albania,2020-10-19,6.121056948018126,Europe,0.3261656743164208,-0.17348727538758962,2020_fall
Albania,2020-10-26,6.526936416535756,Europe,0.3261656743164208,-0.17348727538758962,2020_fall
Albania,2020-11-02,6.59978246132401,Europe,0.3261656743164208,-0.17348727538758962,2020_fall
Albania,2020-11-09,6.719070676885399,Europe,0.3261656743164208,-0.17348727538758962,2020_fall
Albania,2020-11-16,7.085004870076431,Europe,0.3261656743164208,-0.17348727538758962,2020_fall
Albania,2020-11-23,7.301561094259776,Europe,0.3261656743164208,-0.17348727538758962,2020_fall
Albania,2020-11-30,7.46952019018261,Europe,0.3261656743164208,-0.17348727538758962,2020_fall
Albania,2020-12-07,7.457988444601686,Europe,0.3261656743164208,-0.17348727538758962,2020_winter
Albania,2020-12-14,7.572804961025978,Europe,0.3261656743164208,-0.17348727538758962,2020_winter
Albania,2020-12-21,7.543729407947944,Europe,0.3261656743164208,-0.17348727538758962,2020_winter
Albania,2020-12-28,7.188659458324481,Europe,0.3261656743164208,-0.17348727538758962,2020_winter
Albania,2021-01-04,7.0677614305962075,Europe,0.3261656743164208,-0.17348727538758962,2021_winter
Albania,2021-01-11,7.09036458603868,Europe,0.3261656743164208,-0.17348727538758962,2021_winter
Albania,2021-01-18,7.321065804496735,Europe,0.3261656743164208,-0.17348727538758962,2021_winter
Albania,2021-01-25,7.259525502420076,Europe,0.3261656743164208,-0.17348727538758962,2021_winter
Albania,2021-02-01,7.531403447487602,Europe,0.3261656743164208,-0.17348727538758962,2021_winter
Albania,2021-02-08,7.726889615844995,Europe,0.3261656743164208,-0.17348727538758962,2021_winter
Albania,2021-02-15,7.89573303172804,Europe,0.3261656743164208,-0.17348727538758962,2021_winter
Albania,2021-02-22,7.848511229789808,Europe,0.3261656743164208,-0.17348727538758962,2021_winter
Albania,2021-03-01,7.870377016629947,Europe,0.3261656743164208,-0.17348727538758962,2021_spring
Albania,2021-03-08,7.720006568862928,Europe,0.3261656743164208,-0.17348727538758962,2021_spring
Albania,2021-03-15,7.51799093031564,Europe,0.3261656743164208,-0.17348727538758962,2021_spring
Albania,2021-03-22,7.293830002810292,Europe,0.3261656743164208,-0.17348727538758962,2021_spring
Albania,2021-03-29,7.08016918334552,Europe,0.3261656743164208,-0.17348727538758962,2021_spring
Albania,2021-04-05,6.891481506547145,Europe,0.3261656743164208,-0.17348727538758962,2021_spring
Albania,2021-04-12,6.628379477746915,Europe,0.3261656743164208,-0.17348727538758962,2021_spring
Albania,2021-04-19,6.375121857709207,Europe,0.3261656743164208,-0.17348727538758962,2021_spring
Albania,2021-04-26,5.92521443937474,Europe,0.3261656743164208,-0.17348727538758962,2021_spring
Albania,2021-05-03,5.730994583818567,Europe,0.3261656743164208,-0.17348727538758962,2021_spring
Albania,2021-05-10,5.320583750419556,Europe,0.3261656743164208,-0.17348727538758962,2021_spring
Albania,2021-05-17,5.000070603762944,Europe,0.3261656743164208,-0.17348727538758962,2021_spring
Albania,2021-05-24,4.4813379017153405,Europe,0.3261656743164208,-0.17348727538758962,2021_spring
Albania,2021-05-31,4.020258198040053,Europe,0.3261656743164208,-0.17348727538758962,2021_spring
Albania,2021-06-07,3.5582709855817525,Europe,0.3261656743164208,-0.17348727538758962,2021_summer
Albania,2021-06-14,3.206596299145475,Europe,0.3261656743164208,-0.17348727538758962,2021_summer
Albania,2021-06-21,3.125665502419423,Europe,0.3261656743164208,-0.17348727538758962,2021_summer
Albania,2021-06-28,2.260592197611851,Europe,0.3261656743164208,-0.17348727538758962,2021_summer
Albania,2021-07-05,2.1782607542121033,Europe,0.3261656743164208,-0.17348727538758962,2021_summer
Albania,2021-07-12,2.6558304285434633,Europe,0.3261656743164208,-0.17348727538758962,2021_summer
Albania,2021-07-19,3.1648185457707236,Europe,0.3261656743164208,-0.17348727538758962,2021_summer
Albania,2021-07-26,3.951769953172637,Europe,0.3261656743164208,-0.17348727538758962,2021_summer
Albania,2021-08-02,4.267272638093183,Europe,0.3261656743164208,-0.17348727538758962,2021_summer
Albania,2021-08-09,4.957300717709495,Europe,0.3261656743164208,-0.17348727538758962,2021_summer
Albania,2021-08-16,6.062571379271408,Europe,0.3261656743164208,-0.17348727538758962,2021_summer
Albania,2021-08-23,6.827879863981067,Europe,0.3261656743164208,-0.17348727538758962,2021_summer
Albania,2021-08-30,7.329286237402094,Europe,0.3261656743164208,-0.17348727538758962,2021_summer
Albania,2021-09-06,7.634978388846434,Europe,0.3261656743164208,-0.17348727538758962,2021_fall
Albania,2021-09-13,7.6711578736865285,Europe,0.3261656743164208,-0.17348727538758962,2021_fall
Albania,2021-09-20,7.668941974729298,Europe,0.3261656743164208,-0.17348727538758962,2021_fall
Albania,2021-09-27,7.598175539873945,Europe,0.3261656743164208,-0.17348727538758962,2021_fall
Albania,2021-10-04,7.354584314738268,Europe,0.3261656743164208,-0.17348727538758962,2021_fall
Albania,2021-10-11,7.16483990759088,Europe,0.3261656743164208,-0.17348727538758962,2021_fall
Albania,2021-10-18,6.974561985216946,Europe,0.3261656743164208,-0.17348727538758962,2021_fall
Albania,2021-10-25,7.061022680262298,Europe,0.3261656743164208,-0.17348727538758962,2021_fall
Albania,2021-11-01,7.193416781456605,Europe,0.3261656743164208,-0.17348727538758962,2021_fall
Albania,2021-11-08,7.145191797448332,Europe,0.3261656743164208,-0.17348727538758962,2021_fall
Albania,2021-11-15,7.246252684991386,Europe,0.3261656743164208,-0.17348727538758962,2021_fall
Albania,2021-11-22,7.1708773178045675,Europe,0.3261656743164208,-0.17348727538758962,2021_fall
Albania,2021-11-29,7.054587256610568,Europe,0.3261656743164208,-0.17348727538758962,2021_fall
Albania,2021-12-06,6.835891986418355,Europe,0.3261656743164208,-0.17348727538758962,2021_winter
Albania,2021-12-13,6.674848509683055,Europe,0.3261656743164208,-0.17348727538758962,2021_winter
Albania,2021-12-20,6.575005271861449,Europe,0.3261656743164208,-0.17348727538758962,2021_winter
Albania,2021-12-27,6.557159468184718,Europe,0.3261656743164208,-0.17348727538758962,2021_winter
Albania,2022-01-03,6.758080619313912,Europe,0.3261656743164208,-0.17348727538758962,2022_winter
Albania,2022-01-10,7.454573017273714,Europe,0.3261656743164208,-0.17348727538758962,2022_winter
Albania,2022-01-17,8.256924833800683,Europe,0.3261656743164208,-0.17348727538758962,2022_winter
Albania,2022-01-24,8.530605429876921,Europe,0.3261656743164208,-0.17348727538758962,2022_winter
Albania,2022-01-31,8.46013579012141,Europe,0.3261656743164208,-0.17348727538758962,2022_winter
Albania,2022-02-07,8.013547857559233,Europe,0.3261656743164208,-0.17348727538758962,2022_winter
Albania,2022-02-14,7.532567171799541,Europe,0.3261656743164208,-0.17348727538758962,2022_winter
Albania,2022-02-21,6.943558142551612,Europe,0.3261656743164208,-0.17348727538758962,2022_winter
Albania,2022-02-28,6.382068515136692,Europe,0.3261656743164208,-0.17348727538758962,2022_winter
Albania,2022-03-07,5.768153281730555,Europe,0.3261656743164208,-0.17348727538758962,2022_spring
Albania,2022-03-14,5.353152049559986,Europe,0.3261656743164208,-0.17348727538758962,2022_spring
Albania,2022-03-21,4.991181020917734,Europe,0.3261656743164208,-0.17348727538758962,2022_spring
Albania,2022-03-28,4.929198784977057,Europe,0.3261656743164208,-0.17348727538758962,2022_spring
Albania,2022-04-04,4.965086165093608,Europe,0.3261656743164208,-0.17348727538758962,2022_spring
Albania,2022-04-11,4.976651897692076,Europe,0.3261656743164208,-0.17348727538758962,2022_spring
Albania,2022-04-18,4.577749866711061,Europe,0.3261656743164208,-0.17348727538758962,2022_spring
Albania,2022-04-25,4.628373255613612,Europe,0.3261656743164208,-0.17348727538758962,2022_spring
Albania,2022-05-02,4.7429814052002754,Europe,0.3261656743164208,-0.17348727538758962,2022_spring
Albania,2022-05-09,4.68685281287415,Europe,0.3261656743164208,-0.17348727538758962,2022_spring
Albania,2022-05-16,4.3573019968832085,Europe,0.3261656743164208,-0.17348727538758962,2022_spring
Albania,2022-05-23,3.6357870159215584,Europe,0.3261656743164208,-0.17348727538758962,2022_spring
Argentina,2020-01-13,0.0,South America,0.3062445532430349,1.2375737701889402,2020_winter
Argentina,2020-01-20,0.0,South America,0.3062445532430349,1.2375737701889402,2020_winter
Argentina,2020-01-27,0.0,South America,0.3062445532430349,1.2375737701889402,2020_winter
Argentina,2020-02-03,0.0,South America,0.3062445532430349,1.2375737701889402,2020_winter
Argentina,2020-02-10,0.0,South America,0.3062445532430349,1.2375737701889402,2020_winter
Argentina,2020-02-17,0.0,South America,0.3062445532430349,1.2375737701889402,2020_winter
Argentina,2020-02-24,0.0,South America,0.3062445532430349,1.2375737701889402,2020_winter
Argentina,2020-03-02,0.0,South America,0.3062445532430349,1.2375737701889402,2020_spring
Argentina,2020-03-09,0.25420790314214065,South America,0.3062445532430349,1.2375737701889402,2020_spring
Argentina,2020-03-16,1.015885456258141,South America,0.3062445532430349,1.2375737701889402,2020_spring
Argentina,2020-03-23,2.046261485267288,South America,0.3062445532430349,1.2375737701889402,2020_spring
Argentina,2020-03-30,2.7743902048451496,South America,0.3062445532430349,1.2375737701889402,2020_spring
Argentina,2020-04-06,2.914625092446248,South America,0.3062445532430349,1.2375737701889402,2020_spring
Argentina,2020-04-13,2.9896970079216705,South America,0.3062445532430349,1.2375737701889402,2020_spring
Argentina,2020-04-20,3.1885286605909537,South America,0.3062445532430349,1.2375737701889402,2020_spring
Argentina,2020-04-27,3.4133091043970527,South America,0.3062445532430349,1.2375737701889402,2020_spring
Argentina,2020-05-04,3.402266033783353,South America,0.3062445532430349,1.2375737701889402,2020_spring
Argentina,2020-05-11,3.6189808198691478,South America,0.3062445532430349,1.2375737701889402,2020_spring
Argentina,2020-05-18,4.074674745206245,South America,0.3062445532430349,1.2375737701889402,2020_spring
Argentina,2020-05-25,4.587181205140465,South America,0.3062445532430349,1.2375737701889402,2020_spring
Argentina,2020-06-01,4.831001649627154,South America,0.3062445532430349,1.2375737701889402,2020_summer
Argentina,2020-06-08,5.036975796949829,South America,0.3062445532430349,1.2375737701889402,2020_summer
Argentina,2020-06-15,5.366649321010773,South America,0.3062445532430349,1.2375737701889402,2020_summer
Argentina,2020-06-22,5.658587041691681,South America,0.3062445532430349,1.2375737701889402,2020_summer
Argentina,2020-06-29,5.993764228313004,South America,0.3062445532430349,1.2375737701889402,2020_summer
Argentina,2020-07-06,6.081300667002201,South America,0.3062445532430349,1.2375737701889402,2020_summer
Argentina,2020-07-13,6.273959901136195,South America,0.3062445532430349,1.2375737701889402,2020_summer
Argentina,2020-07-20,6.478074793451281,South America,0.3062445532430349,1.2375737701889402,2020_summer
Argentina,2020-07-27,6.724574142855699,South America,0.3062445532430349,1.2375737701889402,2020_summer
Argentina,2020-08-03,6.812623196317575,South America,0.3062445532430349,1.2375737701889402,2020_summer
Argentina,2020-08-10,7.001284901808035,South America,0.3062445532430349,1.2375737701889402,2020_summer
Argentina,2020-08-17,6.980603698947222,South America,0.3062445532430349,1.2375737701889402,2020_summer
Argentina,2020-08-24,7.009832329964903,South America,0.3062445532430349,1.2375737701889402,2020_summer
Argentina,2020-08-31,7.267694834273623,South America,0.3062445532430349,1.2375737701889402,2020_summer
Argentina,2020-09-07,7.367315262715034,South America,0.3062445532430349,1.2375737701889402,2020_fall
